# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-1182 b,Confirmed,,,,,,,0.22,0.045,0.054,11.17,6.28E-05,6.28E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1182,296.307949,43.82135,,,14.11,13.77,13.67,1258.00,,,0.01,0.18,0.136,1.04,0.09,0.11,1.05,0.13,0.26,,,,,5924,241.8,202.44,,,
Kepler-1183 b,Confirmed,,,,,,,0.25,0.027,0.046,28.51,0.0003031,0.0003031,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1183,292.232425,38.892222,,,14.493,14.149,14.006,1378.00,,,0.04,0.166,0.144,1.00,0.07,0.06,0.99,0.1,0.18,,,,,5765,176.4,121.54,,,
Kepler-1184 b,Confirmed,,,,,,,0.24,0.027,0.054,53.60,0.0003674,0.0003674,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1184,291.282055,46.965996,,,13.866,13.554,13.49,1193.00,,,-0.04,0.182,0.146,1.05,0.07,0.07,1.07,0.11,0.2,,,,,5983,118.73,110.01,,,
Kepler-1185 b,Confirmed,,,,,,,0.12,0.004,0.007,104.35,0.0006705,0.0006705,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1185,287.241174,39.332757,,,11.386,11.039,10.981,296.00,,,-0.04,0.086,0.092,0.96,0.02,0.02,0.87,0.02,0.02,,,,,5622,58.78,67.7,,,
Kepler-1186 b,Confirmed,,,,,,,0.20,0.02,0.032,16.08,7.20E-05,7.20E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1186,288.479641,47.101768,,,14.144,13.809,13.672,1112.00,,,0,0.172,0.138,0.95,0.05,0.04,0.93,0.06,0.15,,,,,5635,72.34,68.42,,,
Kepler-1187 b,Confirmed,,,,,,,0.23,0.025,0.045,18.87,6.00E-05,6.00E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1187,286.892005,38.318556,,,13.507,13.155,13.151,1029.00,,,-0.01,0.171,0.147,1.06,0.07,0.09,1.09,0.12,0.21,,,,,5975,129.11,182.7,,,
Kepler-1188 b,Confirmed,,,,,,,0.19,0.02,0.044,17.14,0.0001214,0.0001214,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1188,283.103838,43.148045,,,13.921,13.613,13.519,1202.00,,,0,0.195,0.13,1.04,0.07,0.07,1.06,0.1,0.25,,,,,5913,106.82,104.3,,,
Kepler-1189 b,Confirmed,,,,,,,0.16,0.043,0.046,3.79,2.27E-05,2.27E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1189,298.426343,47.946785,,,13.066,12.77,12.675,883.00,,,0.08,0.142,0.143,1.11,0.08,0.1,1.16,0.15,0.34,,,,,6012,184.74,121.95,,,
Kepler-119 b,Confirmed,,,,,,,0.32,0.122,0.122,2.42,1.00E-06,1.00E-06,0.035,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-119,295.9464111,42.658924,,,12.997,12.636,12.58,,,,-0.083,,,,,,0.84,0.32,0.32,,,,,5595,200,200,,,
Kepler-119 c,Confirmed,,,,,,,0.08,0.031,0.031,4.13,2.80E-05,2.80E-05,0.049,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-119,295.9464111,42.658924,,,12.997,12.636,12.58,,,,-0.083,,,,,,0.84,0.32,0.32,,,,,5595,200,200,,,
Kepler-1190 b,Confirmed,,,,,,,0.12,0.01,0.004,10.46,5.28E-05,5.28E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1190,284.999621,49.479977,,,12.862,12.295,12.212,384.00,,,-0.02,0.161,0.149,0.76,0.04,0.03,0.72,0.04,0.02,,,,,4730,39.65,39.96,,,
Kepler-1191 b,Confirmed,,,,,,,0.14,0.01,0.012,5.60,1.91E-05,1.91E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1191,291.657776,48.009315,,,14.081,13.648,13.526,876.00,,,-0.08,0.182,0.157,0.85,0.05,0.05,0.81,0.06,0.06,,,,,5308,83.33,107.78,,,
Kepler-1192 b,Confirmed,,,,,,,0.21,0.02,0.021,25.20,0.0001278,0.0001278,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1192,282.140566,43.89658,,,14.493,14.1,13.922,1108.00,,,-0.16,0.199,0.187,0.86,0.07,0.05,0.83,0.07,0.08,,,,,5438,57.17,67.15,,,
Kepler-1193 b,Confirmed,,,,,,,0.12,0.015,0.019,2.83,9.03E-06,9.03E-06,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1193,288.144759,51.275627,,,12.425,12.09,12.065,695.00,,,0.12,0.076,0.074,1.08,0.04,0.06,1.21,0.15,0.19,,,,,5908,61.06,75.02,,,
Kepler-1194 b,Confirmed,,,,,,,0.14,0.008,0.011,16.22,8.87E-05,8.87E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1194,291.699538,38.145265,,,12.901,12.543,12.445,616.00,,,0,0.105,0.104,0.94,0.04,0.04,0.92,0.05,0.06,,,,,5590,79.79,97.14,,,
Kepler-1195 b,Confirmed,,,,,,,0.19,0.015,0.017,8.50,2.87E-05,2.87E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1195,284.351087,40.852979,,,14.442,13.949,13.712,812.00,,,-0.25,0.212,0.194,0.74,0.06,0.05,0.71,0.06,0.05,,,,,4965,80.25,111.27,,,
Kepler-1196 b,Confirmed,,,,,,,0.20,0.019,0.033,66.18,0.0004661,0.0004661,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1196,292.369561,43.910809,,,13.647,13.289,13.262,946.00,,,0,0.166,0.13,0.98,0.06,0.06,0.97,0.09,0.15,,,,,5756,149.1,129.38,,,
Kepler-1197 b,Confirmed,,,,,,,0.11,0.008,0.003,2.03,3.75E-06,3.75E-06,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1197,291.669272,42.59071,,,13.47,12.91,12.814,505.00,,,0.06,0.097,0.099,0.78,0.03,0.02,0.72,0.01,0.01,,,,,4708,50.89,63.31,,,
Kepler-1198 b,Confirmed,,,,,,,0.13,0.009,0.016,7.68,3.25E-05,3.25E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1198,288.834008,44.838249,,,13.483,13.149,13.012,777.00,,,0.03,0.171,0.157,0.93,0.05,0.04,0.90,0.06,0.1,,,,,5517,98.45,80.26,,,
Kepler-1199 b,Confirmed,,,,,,,0.10,0.014,0.019,15.04,0.0001084,0.0001084,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1199,293.725872,47.247044,,,11.965,11.656,11.581,540.00,,,-0.27,0.128,0.116,0.94,0.06,0.1,1.17,0.16,0.21,,,,,5889,64.89,84.29,,,
Kepler-12 b,Confirmed,0.43,0.041,0.041,,,,1.70,0.032,0.032,4.44,2.00E-07,2.00E-07,0.0556,0.0007,0.0007,0.01,,,88.76,0.08,0.08,,2011,2/26/2015,182,98,98,,,,,,,2455004.008,2.00E-05,2.00E-05,,,,,,,,,,,,,,,,1477,,,,,0.09,0.02,0.02,,Published in a refereed paper,Primary Transit,,,,,Kepler-12,286.2434459,50.04034723,13.4,,,,,,,,0.07,0.04,0.04,1.17,0.054,0.054,1.48,0.029,0.029,G0,4.00,0.4,0.4,5947,100,100,,,"2MASS J19045842+5002253, KIC 11804465, KOI-20"
Kepler-120 b,Confirmed,,,,,,,0.19,0.015,0.015,6.31,8.00E-06,8.00E-06,0.055,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-120,287.8916321,39.339123,,,13.019,12.418,12.307,,,,-0.449,,,,,,0.53,0.03,0.03,,,,,4096,150,150,,,
Kepler-120 c,Confirmed,,,,,,,0.14,0.008,0.008,12.79,4.40E-05,4.40E-05,0.088,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-120,287.8916321,39.339123,,,13.019,12.418,12.307,,,,-0.449,,,,,,0.53,0.03,0.03,,,,,4096,150,150,,,
Kepler-1200 b,Confirmed,,,,,,,0.10,0.007,0.005,1.12,3.12E-06,3.12E-06,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1200,296.603451,44.129257,,,13.96,13.379,13.202,579.00,,,0.04,0.196,0.156,0.74,0.05,0.04,0.70,0.04,0.03,,,,,4612,139.97,101.02,,,
Kepler-1201 b,Confirmed,,,,,,,0.20,0.038,0.081,15.19,8.16E-05,8.16E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1201,294.614827,40.833172,,,13.562,13.265,13.157,1202.00,,,0.03,0.167,0.131,1.15,0.11,0.17,1.24,0.19,0.46,,,,,6177,232.29,146.3,,,
Kepler-1202 b,Confirmed,,,,,,,0.26,0.028,0.081,28.69,0.0001899,0.0001899,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1202,292.290612,44.653255,,,14.348,14.046,13.946,1393.00,,,0.06,0.16,0.147,1.03,0.06,0.06,1.04,0.1,0.22,,,,,5834,131.48,80.98,,,
Kepler-1203 b,Confirmed,,,,,,,0.10,0.004,0.005,0.59,5.80E-07,5.80E-07,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1203,292.773384,44.178127,,,12.861,12.191,12.059,269.00,,,0.01,0.088,0.092,0.64,0.02,0.02,0.61,0.02,0.01,,,,,4105,35.84,43.7,,,
Kepler-1204 b,Confirmed,,,,,,,0.27,0.027,0.078,85.74,0.0006373,0.0006373,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1204,289.441483,42.498135,,,14.119,13.801,13.771,1282.00,,,0.06,0.145,0.127,1.03,0.06,0.06,1.03,0.1,0.29,,,,,5825,121.08,88.38,,,
Kepler-1205 b,Confirmed,,,,,,,0.13,0.008,0.009,1.08,1.60E-06,1.60E-06,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1205,290.279709,41.515049,,,13.87,13.409,13.262,766.00,,,-0.04,0.165,0.162,0.84,0.05,0.04,0.81,0.05,0.05,,,,,5226,71.27,84.83,,,
Kepler-1206 b,Confirmed,,,,,,,0.15,0.007,0.008,1.22,2.61E-06,2.61E-06,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1206,295.938407,49.791145,,,14.29,13.762,13.742,807.00,,,0.07,0.15,0.147,0.80,0.04,0.03,0.75,0.03,0.03,,,,,4877,79.61,55.23,,,
Kepler-1207 b,Confirmed,,,,,,,0.15,0.016,0.045,13.68,8.99E-05,8.99E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1207,295.064243,49.358994,,,13.365,13.071,13.017,946.00,,,0.05,0.155,0.145,1.06,0.06,0.06,1.06,0.1,0.23,,,,,5909,99.94,88.29,,,
Kepler-1208 b,Confirmed,,,,,,,0.21,0.012,0.017,11.09,5.24E-05,5.24E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1208,291.881263,44.555729,,,14.42,13.923,13.788,877.00,,,-0.03,0.173,0.148,0.80,0.04,0.04,0.76,0.04,0.04,,,,,5001,108.59,110.88,,,
Kepler-1209 b,Confirmed,,,,,,,0.14,0.016,0.029,25.37,0.0001249,0.0001249,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1209,287.584891,49.154793,,,11.499,11.274,11.239,558.00,,,0.12,0.08,0.085,1.23,0.05,0.09,1.38,0.16,0.29,,,,,6210,59.14,71.25,,,
Kepler-121 b,Confirmed,,,,,,,0.21,0.113,0.113,3.18,3.00E-06,3.00E-06,0.039,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-121,286.1620788,39.677994,,,13.32,12.886,12.796,,,,-0.38,,,,,,0.70,0.38,0.38,,,,,5311,200,200,,,
Kepler-121 c,Confirmed,,,,,,,0.20,0.112,0.112,41.01,0.000191,0.000191,0.216,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-121,286.1620788,39.677994,,,13.32,12.886,12.796,,,,-0.38,,,,,,0.70,0.38,0.38,,,,,5311,200,200,,,
Kepler-1210 b,Confirmed,,,,,,,0.15,0.012,0.027,8.07,4.90E-05,4.90E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1210,292.832145,48.219357,,,14.266,13.936,13.833,1155.00,,,0.04,0.166,0.138,0.94,0.05,0.04,0.92,0.07,0.16,,,,,5568,91.62,67.19,,,
Kepler-1211 b,Confirmed,,,,,,,0.23,0.037,0.037,11.02,7.98E-05,7.98E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1211,285.720788,40.856961,,,14.753,14.325,14.318,1486.00,,,-0.08,0.194,0.165,0.96,0.07,0.06,0.94,0.08,0.13,,,,,5705,77.68,123.21,,,
Kepler-1212 b,Confirmed,,,,,,,0.19,0.024,0.052,12.94,7.91E-05,7.91E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1212,296.853432,50.037354,,,13.872,13.544,13.565,1304.00,,,0.03,0.151,0.134,1.10,0.08,0.11,1.15,0.14,0.31,,,,,6051,180.6,144.84,,,
Kepler-1213 b,Confirmed,,,,,,,0.11,0.009,0.012,5.35,2.66E-05,2.66E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1213,289.485822,50.944164,,,12.367,12.043,11.988,685.00,,,0.13,0.083,0.076,1.14,0.04,0.04,1.21,0.09,0.13,,,,,6050,81.73,74.56,,,
Kepler-1214 b,Confirmed,,,,,,,0.21,0.01,0.017,18.83,8.78E-05,8.78E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1214,285.142638,49.800667,,,13.832,13.384,13.351,757.00,,,0.05,0.146,0.155,0.85,0.04,0.03,0.80,0.03,0.04,,,,,5130,47.96,48.18,,,
Kepler-1215 b,Confirmed,,,,,,,0.11,0.011,0.016,4.77,2.30E-05,2.30E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1215,297.463622,48.181416,,,13.162,12.807,12.714,701.00,,,0.01,0.16,0.139,0.95,0.05,0.04,0.93,0.07,0.13,,,,,5616,130.14,92.62,,,
Kepler-1216 b,Confirmed,,,,,,,0.12,0.01,0.02,4.37,1.99E-05,1.99E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1216,287.405321,45.918007,,,13.97,13.643,13.613,1124.00,,,0.03,0.158,0.14,0.99,0.05,0.04,0.98,0.07,0.15,,,,,5743,77.97,73.65,,,
Kepler-1217 b,Confirmed,,,,,,,0.18,0.017,0.043,2.03,6.46E-06,6.46E-06,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1217,289.186676,50.937557,,,14.121,13.834,13.807,1363.00,,,0.07,0.162,0.144,1.06,0.06,0.07,1.08,0.1,0.26,,,,,5905,103.67,82.88,,,
Kepler-1218 b,Confirmed,,,,,,,0.13,0.012,0.013,22.92,0.0002337,0.0002337,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1218,291.578982,44.531715,,,12.501,12.227,12.177,667.00,,,-0.02,0.111,0.1,1.06,0.05,0.05,1.10,0.09,0.11,,,,,5986,76.59,91.33,,,
Kepler-1219 b,Confirmed,,,,,,,0.19,0.04,0.05,16.10,8.83E-05,8.83E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1219,297.215809,47.378515,,,11.136,10.846,10.809,622.00,,,0.05,0.085,0.136,1.25,0.12,0.14,1.94,0.4,0.5,,,,,5944,81.66,91.26,,,
Kepler-122 b,Confirmed,,,,,,,0.21,0.041,0.041,5.77,1.60E-05,1.60E-05,0.064,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-122,291.1118775,39.949104,,,13.173,12.887,12.826,,,,-0.202,,,0.99,,,1.22,0.24,0.24,,,,,6050,137,137,,,
Kepler-122 c,Confirmed,,,,,,,0.52,0.103,0.103,12.47,9.00E-06,9.00E-06,0.108,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-122,291.1118775,39.949104,,,13.173,12.887,12.826,,,,-0.202,,,0.99,,,1.22,0.24,0.24,,,,,6050,137,137,,,
Kepler-122 d,Confirmed,,,,,,,0.20,0.039,0.039,21.59,0.000164,0.000164,0.155,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-122,291.1118775,39.949104,,,13.173,12.887,12.826,,,,-0.202,,,0.99,,,1.22,0.24,0.24,,,,,6050,137,137,,,
Kepler-122 e,Confirmed,,,,,,,0.23,0.048,0.048,37.99,0.00039,0.00039,0.227,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-122,291.1118775,39.949104,,,13.173,12.887,12.826,,,,-0.202,,,0.99,,,1.22,0.24,0.24,,,,,6050,137,137,,,
Kepler-1220 b,Confirmed,,,,,,,0.14,0.017,0.029,7.43,4.19E-05,4.19E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1220,297.070369,42.977741,,,13.706,13.345,13.208,958.00,,,-0.04,0.182,0.145,1.00,0.08,0.12,0.99,0.12,0.21,,,,,5842,266.34,246.43,,,
Kepler-1221 b,Confirmed,,,,,,,0.17,0.014,0.027,12.00,5.76E-05,5.76E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1221,285.822349,45.711891,,,14.117,13.735,13.665,909.00,,,0.09,0.163,0.156,0.87,0.04,0.04,0.82,0.03,0.05,,,,,5194,51.51,45.8,,,
Kepler-1222 b,Confirmed,,,,,,,0.07,0.005,0.005,1.92,6.11E-06,6.11E-06,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1222,294.889655,49.379768,,,12.704,12.264,12.187,455.00,,,-0.04,0.176,0.147,0.84,0.05,0.04,0.80,0.05,0.05,,,,,5239,82.33,71,,,
Kepler-1223 b,Confirmed,,,,,,,0.11,0.007,0.005,16.30,0.000103,0.000103,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1223,285.29575,44.552753,,,13.055,12.561,12.429,455.00,,,0.04,0.166,0.164,0.80,0.04,0.03,0.75,0.03,0.03,,,,,4870,52.19,49.87,,,
Kepler-1224 b,Confirmed,,,,,,,0.12,0.007,0.011,13.32,7.28E-05,7.28E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1224,286.625763,37.537304,,,11.891,11.635,11.588,578.00,,,0.14,0.082,0.081,1.18,0.03,0.04,1.22,0.07,0.1,,,,,6155,56.71,64.75,,,
Kepler-1225 b,Confirmed,,,,,,,0.16,0.021,0.054,7.01,2.75E-05,2.75E-05,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1225,290.633291,40.136994,,,13.664,13.373,13.282,1241.00,,,0.01,0.185,0.136,1.13,0.09,0.14,1.19,0.15,0.4,,,,,6140,147.7,133.4,,,
Kepler-1226 b,Confirmed,,,,,,,0.13,0.013,0.023,17.29,0.0001187,0.0001187,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1226,296.376909,50.621468,,,13.068,12.741,12.645,779.00,,,-0.08,0.205,0.159,1.02,0.07,0.08,1.02,0.1,0.18,,,,,5923,124.19,147.56,,,
Kepler-1227 b,Confirmed,,,,,,,0.20,0.021,0.046,94.29,0.0005873,0.0005873,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1227,287.066378,41.874908,,,12.963,12.636,12.507,667.00,,,-0.04,0.188,0.144,0.97,0.07,0.06,0.95,0.08,0.15,,,,,5747,151.11,108.41,,,
Kepler-1228 b,Confirmed,,,,,,,0.14,0.012,0.01,0.58,4.10E-07,4.10E-07,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1228,296.553083,46.96629,,,13.383,12.877,12.799,547.00,,,-0.18,0.248,0.179,0.78,0.06,0.05,0.74,0.07,0.05,,,,,5063,81.19,94.76,,,
Kepler-1229 b,Confirmed,,,,,,,0.13,0.012,0.01,86.83,0.001069,0.001069,,,,,,,,,,,2016,5/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1229,297.486691,46.996716,,,13.228,12.573,12.374,236.00,,,-0.06,0.109,0.086,0.54,0.04,0.03,0.51,0.03,0.03,,,,,3784,38.61,38.88,,,
Kepler-123 b,Confirmed,,,,,,,0.26,0.051,0.051,17.23,5.60E-05,5.60E-05,0.135,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-123,296.9986268,42.781956,,,12.982,12.725,12.655,,,,-0.199,,,1.03,,,1.26,0.24,0.24,,,,,6089,121,121,,,
Kepler-123 c,Confirmed,,,,,,,0.13,0.027,0.027,26.70,0.000468,0.000468,0.181,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-123,296.9986268,42.781956,,,12.982,12.725,12.655,,,,-0.199,,,1.03,,,1.26,0.24,0.24,,,,,6089,121,121,,,
